Timestamp,MPU1_Accel_X,MPU1_Accel_Y,MPU1_Accel_Z,MPU1_Gyro_X,MPU1_Gyro_Y,MPU1_Gyro_Z,MPU2_Accel_X,MPU2_Accel_Y,MPU2_Accel_Z,MPU2_Gyro_X,MPU2_Gyro_Y,MPU2_Gyro_Z,Temp_C,Temp_F,Humidity,Gas_Analog,Gas_Digital
2026-07-18T17:08:01.392Z,3432,432,17560,1978,-19,-328,4176,600,15640,60,90,-25,25.94,78.69200000000001,65.76,242,1
2026-07-18T17:08:01.691Z,3408,412,17580,1946,-17,-352,4168,692,15576,85,103,-7,25.95,78.71,65.76,241,1
2026-07-18T17:08:02.114Z,3396,476,17556,1982,-31,-331,4164,612,15632,31,89,-9,25.94,78.69200000000001,65.75,242,1
2026-07-18T17:08:02.292Z,3420,388,17612,1986,1,-341,4160,648,15736,34,116,-56,25.95,78.71,65.75,241,1
2026-07-18T17:08:02.652Z,3404,404,17628,1948,-43,-355,4148,620,15628,53,85,-51,25.95,78.71,65.75,233,1
2026-07-18T17:08:03.191Z,3360,488,17516,1974,-42,-317,4168,520,15524,69,86,-39,25.95,78.71,65.75,240,1
2026-07-18T17:08:03.553Z,3380,452,17564,1970,-33,-342,4184,572,15628,53,65,-49,25.92,78.656,65.77,242,1
2026-07-18T17:08:04.092Z,3388,456,17548,1989,-27,-317,4144,592,15640,73,118,-28,25.92,78.656,65.79,241,1
2026-07-18T17:08:04.453Z,3380,496,17716,1973,-21,-331,4112,624,15696,59,102,-12,25.95,78.71,65.79,241,1
2026-07-18T17:08:04.462Z,3336,560,17540,1984,-26,-318,4128,560,15544,63,87,-32,25.95,78.71,65.79,241,1
2026-07-18T17:08:04.572Z,3360,532,17536,1959,-17,-324,4168,624,15528,43,79,-20,25.95,78.71,65.79,242,1
2026-07-18T17:08:04.586Z,3324,460,17716,1974,1,-322,4180,632,15668,33,69,-74,25.96,78.72800000000001,65.79,242,1
2026-07-18T17:08:04.596Z,3340,428,17548,1927,-37,-339,4204,604,15760,55,79,-28,25.94,78.69200000000001,65.82,242,1
